panel,suite,d_mape,d_bias,d_rmse,d_spearman
electronics,real_panel_benchmarks__ValendinLSTM__electronics__r05,1.7464212968028079,2.5308793256868114,0.00013402498646741812,0.0031953408346677287
electronics,real_panel_benchmarks__ValendinLSTM__electronics__r06,3.562099508285314,5.885207894367269,0.00018966205351533816,0.011137125476567346
electronics,real_panel_benchmarks__ValendinLSTM__electronics__r07,3.701840546162998,7.783912783079028,0.00015169739453757547,0.0043054840520724835
electronics,real_panel_benchmarks__ValendinLSTM__electronics__r08,0.14301290874945494,0.08984317794497798,3.259228923968571e-07,0.037309153349021434
electronics,real_panel_benchmarks__ValendinLSTM__electronics__r09,2.723926417075731,4.409270614735526,0.00011018849026567246,0.006539984392044854
electronics,real_panel_benchmarks__ValendinLSTM__electronics__r10,2.6657123665560363,4.597818689013117,0.00011291964149290346,0.004521448439068973
electronics,real_panel_benchmarks__ValendinLSTM__electronics__r11,1.641581484466485,2.5072938092841355,6.2021901047149e-05,0.003682478794926086
electronics,real_panel_benchmarks__ValendinLSTM__electronics__r12,4.797409681334059,6.629720539865161,9.179305685957928e-05,0.006973556008144434
electronics,real_panel_benchmarks__ValendinLSTM__electronics__r13,3.997546041034525,9.460395352801168,0.00014532463526983896,0.007375487418615045
electronics,real_panel_benchmarks__ValendinLSTM__electronics__r14,1.9052487893580121,5.060259053222168,0.0001790173690176533,0.006272023444679732
electronics,real_panel_benchmarks__ValendinLSTM__electronics__r15,3.100068209932118,6.544103631803587,0.00012106557696306419,0.0014652239958861633
electronics,real_panel_benchmarks__ValendinLSTM__electronics__r16,0.017177915196214144,0.035719160894053914,1.7568883744489838e-06,0.0070684227586285085
electronics,real_panel_benchmarks__ValendinLSTM__electronics__r17,2.0406271178332105,2.284662555281159,0.0003321873673192699,0.019110190746312344
electronics,real_panel_benchmarks__ValendinLSTM__electronics__r18,1.4329924769209867,2.374505819470194,4.501786875715785e-05,0.014598692228310117
electronics,real_panel_benchmarks__ValendinLSTM__electronics__r19,7.133469744915658,9.960463567320872,0.00014577925039704898,0.02102349690699512
gift,real_panel_benchmarks__ValendinLSTM__gift__r00,4.174869077810186,3.4966840915445836,0.0001905518565293307,0.03773942470675373
gift,real_panel_benchmarks__ValendinLSTM__gift__r01,8.630366151360793,15.870506177212352,0.00014784129715408878,0.0024266348886358147
gift,real_panel_benchmarks__ValendinLSTM__gift__r02,0.11413611405014734,1.9214659756173513,2.7711891754433893e-05,0.0035802297360272295
gift,real_panel_benchmarks__ValendinLSTM__gift__r03,3.79790594221458,8.594415378598072,2.714119114012592e-05,0.005713082545950876
gift,real_panel_benchmarks__ValendinLSTM__gift__r04,11.577137409816022,20.539441595466155,0.00012751739240680904,0.024434023424291906
gift,real_panel_benchmarks__ValendinLSTM__gift__r05,1.2998247010402757,33.17870864929866,1.722688941664663e-05,0.01163813492329785
gift,real_panel_benchmarks__ValendinLSTM__gift__r06,19.14432758124509,24.062652820595485,0.00021081881583971673,0.017043029806284415
gift,real_panel_benchmarks__ValendinLSTM__gift__r07,16.059686522747985,36.45933687268013,0.00026748498118762953,0.020679188431090456
gift,real_panel_benchmarks__ValendinLSTM__gift__r08,0.039092561857302144,0.4464223371401417,1.4549575552191829e-05,0.0022036672231965926
gift,real_panel_benchmarks__ValendinLSTM__gift__r09,0.7706806317003299,2.069109951346439,3.450109006486457e-06,0.003450979132544163
gift,real_panel_benchmarks__ValendinLSTM__gift__r10,5.3924949405948475,26.391099586032297,6.277192710987811e-05,0.028438508509845084
gift,real_panel_benchmarks__ValendinLSTM__gift__r11,0.662827195988072,0.37626527842227375,3.1725037538496426e-05,0.004647779334321089
gift,real_panel_benchmarks__ValendinLSTM__gift__r12,11.610645652536398,11.266143182532105,4.708015778856489e-05,0.010475183707667923
gift,real_panel_benchmarks__ValendinLSTM__gift__r13,3.228446891402001,7.538743522916436,7.07175856042297e-05,0.01029191750916253
gift,real_panel_benchmarks__ValendinLSTM__gift__r14,9.452181207715142,13.847644037216195,0.00011554352919829203,0.030820133189342847
gift,real_panel_benchmarks__ValendinLSTM__gift__r15,10.708028945180207,40.951657955949734,9.979875972175589e-05,0.0017727448781589827
gift,real_panel_benchmarks__ValendinLSTM__gift__r16,2.5986037496029226,5.010820249112395,6.009238052381849e-05,0.003270566614801129
gift,real_panel_benchmarks__ValendinLSTM__gift__r17,3.9795810110903496,2.713263521327141,8.055162773037972e-05,0.0005842299686056873
gift,real_panel_benchmarks__ValendinLSTM__gift__r18,1.219022386470975,7.54432810552159,5.040805808803617e-05,0.005443274775535745
gift,real_panel_benchmarks__ValendinLSTM__gift__r19,3.368587426095104,37.57661439012761,6.052672103000478e-05,0.007418006032853308
multichannel,real_panel_benchmarks__ValendinLSTM__multichannel__r00,14.709649262172746,17.23947369354552,5.030338901485659e-05,0.054994757336499465
multichannel,real_panel_benchmarks__ValendinLSTM__multichannel__r01,1.5868422255666985,3.6500000589933492,1.4265931629238449e-05,0.003975794603076455
multichannel,real_panel_benchmarks__ValendinLSTM__multichannel__r02,25.008772787731502,50.67368459759058,8.256542662448546e-05,0.015561734034553508
multichannel,real_panel_benchmarks__ValendinLSTM__multichannel__r03,1.1166666559824137,1.3885964820224217,3.1333020289528446e-06,0.0029314246712557196
multichannel,real_panel_benchmarks__ValendinLSTM__multichannel__r04,5.074561708464259,8.760526410627413,1.6062645387671104e-05,1.0942109482971142e-05
multichannel,real_panel_benchmarks__ValendinLSTM__multichannel__r05,2.8228078717610714,11.30350896181865,7.471537456837929e-06,0.005384347722782413
multichannel,real_panel_benchmarks__ValendinLSTM__multichannel__r06,1.5754387754810182,2.712280750518943,3.287222544128693e-05,0.0005308729850276288
multichannel,real_panel_benchmarks__ValendinLSTM__multichannel__r07,23.115790151815574,31.338596659235133,7.175389689285938e-05,0.03883161158685543
multichannel,real_panel_benchmarks__ValendinLSTM__multichannel__r08,11.687719409575337,15.161403502836862,3.9722448520018716e-05,0.006735316906870173
multichannel,real_panel_benchmarks__ValendinLSTM__multichannel__r09,0.3315789178788009,3.2263158257900457,9.48077719237217e-06,0.017072665278303995
multichannel,real_panel_benchmarks__ValendinLSTM__multichannel__r10,3.8412282149416654,7.521929878234218,3.617551548688869e-05,0.012779188153285957
multichannel,real_panel_benchmarks__ValendinLSTM__multichannel__r11,11.57368574691791,23.280701989087973,5.6545063140393814e-05,0.026644062842936203
multichannel,real_panel_benchmarks__ValendinLSTM__multichannel__r12,16.14736917647143,22.871929924350184,5.779507836879e-05,0.006847583174232376
multichannel,real_panel_benchmarks__ValendinLSTM__multichannel__r13,4.136842226797562,12.2666668234674,2.8317191550650267e-05,0.002128427197657062
multichannel,real_panel_benchmarks__ValendinLSTM__multichannel__r14,4.909649096314183,5.546491215078092,1.8389899346445138e-05,0.003533120146631699
multichannel,real_panel_benchmarks__ValendinLSTM__multichannel__r15,10.945614213798876,12.577192997867343,5.008166107894896e-05,0.03705616643566272
multichannel,real_panel_benchmarks__ValendinLSTM__multichannel__r16,9.279824706027654,11.027193043009841,2.2265253957667874e-05,0.013060696704382521
multichannel,real_panel_benchmarks__ValendinLSTM__multichannel__r17,2.465789635326985,5.569298290586872,2.2743565822734568e-05,0.017695313274363716
multichannel,real_panel_benchmarks__ValendinLSTM__multichannel__r18,2.20350880030783,2.8157895152132895,3.699480756298723e-06,0.007153703366594044
multichannel,real_panel_benchmarks__ValendinLSTM__multichannel__r19,1.7631578693179364,2.1719298671668668,5.408940135676055e-06,0.030900524137660812
